id,first_name,second_name,team,team_code,element_type,goals_scored,assists,total_points,minutes,goals_conceded,creativity,influence,threat,bonus,bps,ict_index,clean_sheets,red_cards,yellow_cards,selected_by_percent,now_cost
237,Simon,Mignolet,12,14,1,0,0,0,0,0,0.0,0.0,0.0,0,0,0.0,0,0,0,0.1,47
238,Loris,Karius,12,14,1,0,0,0,0,0,0.0,0.0,0.0,0,0,0.0,0,0,0,0.1,49
239,Dejan,Lovren,12,14,2,1,1,54,810,5,27.0,196.8,68.0,9,207,29.2,5,0,1,1.6,49
240,Alberto,Moreno,12,14,2,0,0,4,154,2,42.0,20.0,5.0,0,24,6.7,0,0,0,0.2,41
242,Joseph,Gomez,12,14,2,0,0,52,1047,4,91.8,208.6,44.0,2,259,34.5,7,0,2,1.0,48
243,Joel,Matip,12,14,2,1,0,44,725,7,22.4,213.6,63.0,5,191,29.9,4,0,3,0.7,49
244,Ragnar,Klavan,12,14,2,0,0,0,0,0,0.0,0.0,0.0,0,0,0.0,0,0,0,0.0,44
245,Trent,Alexander-Arnold,12,14,2,1,3,94,1515,8,388.1,360.6,182.0,8,384,92.9,10,0,3,14.2,53
246,Virgil,van Dijk,12,14,2,1,3,134,2394,15,68.6,647.8,330.0,13,637,104.8,14,0,1,28.3,65
247,Andrew,Robertson,12,14,2,0,7,150,2233,13,484.7,497.6,208.0,23,624,119.1,15,0,2,38.3,68
248,Alex,Oxlade-Chamberlain,12,14,3,0,0,0,0,0,0.0,0.0,0.0,0,0,0.0,0,0,0,0.0,64
249,Jordan,Henderson,12,14,3,0,0,39,1301,10,191.2,199.6,49.0,0,252,44.3,7,1,0,0.6,53
250,Adam,Lallana,12,14,3,0,1,16,295,2,96.4,47.4,71.0,0,61,21.5,2,0,1,0.7,69
251,Sadio,Mané,12,14,3,12,2,143,2106,14,430.6,619.6,901.0,16,436,195.1,13,0,1,22.4,96
252,Georginio,Wijnaldum,12,14,3,2,1,75,1935,10,271.1,302.0,271.0,6,318,84.6,13,0,3,1.0,55
253,Mohamed,Salah,12,14,3,17,8,192,2283,13,740.8,905.2,1466.0,15,534,311.4,15,0,0,49.4,135
254,James,Milner,12,14,3,3,5,80,1496,11,608.6,442.8,269.0,11,349,132.5,8,1,3,2.6,56
255,Fabio Henrique,Tavares,12,14,3,1,2,46,1275,8,202.3,304.6,141.0,0,199,64.9,7,0,3,0.6,55
256,Naby,Keita,12,14,3,0,1,41,1054,6,156.1,172.2,284.0,0,152,61.3,7,0,0,1.6,71
257,Roberto,Firmino,12,14,4,9,6,122,2058,11,503.5,580.2,952.0,17,499,202.9,16,0,0,16.2,92
462,Xherdan,Shaqiri,12,14,3,6,4,82,1010,6,311.4,343.6,281.0,4,280,93.6,7,0,2,2.4,69
468,Alisson,Ramses Becker,12,14,1,0,0,128,2430,15,0.1,491.6,0.0,8,551,49.0,15,0,0,24.5,60
472,Daniel,Sturridge,12,14,4,2,0,25,331,2,78.5,100.0,162.0,2,94,33.7,1,0,1,1.0,56
543,Divock,Origi,12,14,4,1,1,15,101,1,24.5,55.6,65.0,1,50,14.5,0,0,0,0.1,50
557,Rafael,Camacho,12,14,3,0,0,1,1,1,0.0,2.0,0.0,0,3,0.2,0,0,0,0.0,50
597,Curtis,Jones,12,14,3,0,0,0,0,0,0.0,0.0,0.0,0,0,0.0,0,0,0,0.0,45
223,Riyad,Mahrez,13,43,3,5,2,71,961,7,289.4,303.6,493.0,9,234,108.5,3,0,0,1.8,82
260,Ederson,Santana de Moraes,13,43,1,0,1,112,2430,20,33.0,423.0,0.0,4,486,45.6,12,0,2,20.3,56
261,Claudio,Bravo,13,43,1,0,0,0,0,0,0.0,0.0,0.0,0,0,0.0,0,0,0,0.1,48
262,John,Stones,13,43,2,0,0,65,1523,15,105.2,326.4,30.0,7,358,46.1,7,0,1,5.2,52
263,Vincent,Kompany,13,43,2,0,0,21,553,4,26.6,148.6,30.0,2,128,20.6,2,0,4,1.1,52
264,Nicolás,Otamendi,13,43,2,0,0,45,868,6,29.1,211.4,73.0,1,245,31.3,6,0,0,2.6,60
265,Kyle,Walker,13,43,2,1,1,99,1898,14,248.4,368.6,120.0,6,463,73.7,11,0,1,11.2,64
266,Danilo Luiz,da Silva,13,43,2,1,0,28,622,7,106.4,134.6,81.0,3,132,32.2,2,0,1,0.9,51
267,Benjamin,Mendy,13,43,2,0,6,57,810,5,213.3,231.2,63.0,6,250,50.6,4,0,1,6.0,61
268,Aymeric,Laporte,13,43,2,2,1,113,2336,19,164.2,559.0,196.0,4,538,92.2,12,0,3,11.0,60
269,Fabian,Delph,13,43,2,0,1,29,722,9,97.8,153.8,24.0,2,186,27.5,3,1,1,0.3,53
270,Raheem,Sterling,13,43,3,12,13,173,1954,17,733.6,804.0,1082.0,20,595,262.1,10,0,2,12.1,113
271,David,Silva,13,43,3,6,4,103,1623,12,785.5,534.6,830.0,11,455,215.1,9,0,1,4.2,85
272,Fernando,Luiz Rosa,13,43,3,1,3,73,2168,15,351.6,502.8,191.0,4,409,104.8,11,0,5,3.5,53
273,Kevin,De Bruyne,13,43,3,1,1,28,530,2,234.7,136.4,160.0,2,134,53.1,3,0,2,4.0,97
274,Ilkay,Gündogan,13,43,3,5,2,77,1231,12,440.5,360.8,382.0,8,331,118.4,6,0,2,2.3,54
275,Leroy,Sané,13,43,3,8,11,130,1439,12,543.6,579.8,822.0,13,428,194.7,7,0,1,10.5,95
276,Bernardo Mota,Veiga de Carvalho e Silva,13,43,3,5,6,108,2071,19,699.5,561.2,661.0,11,455,192.4,9,0,3,7.1,75
277,Phil,Foden,13,43,3,0,0,8,92,0,63.6,18.6,69.0,0,34,15.1,0,0,0,0.1,45
278,Brahim,Diaz,13,43,3,0,0,0,0,0,0.0,0.0,0.0,0,0,0.0,0,0,0,0.0,47
279,Oleksandr,Zinchenko,13,43,3,0,3,19,323,2,107.2,127.0,30.0,1,96,26.4,2,0,0,0.1,47
280,Sergio,Agüero,13,43,4,17,8,149,1664,13,344.6,748.8,1192.0,18,561,228.4,10,0,4,36.4,117
281,Gabriel Fernando,de Jesus,13,43,4,6,2,64,838,10,235.1,322.4,736.0,7,220,129.5,1,0,0,1.6,99
529,Arijanet,Muric,13,43,1,0,0,0,0,0,0.0,0.0,0.0,0,0,0.0,0,0,0,0.0,45
282,David,De Gea,14,1,1,0,0,100,2430,35,0.0,657.8,0.0,7,498,65.8,7,0,1,16.7,57
283,Sergio,Romero,14,1,1,0,0,0,0,0,0.0,0.0,0.0,0,0,0.0,0,0,0,0.1,49
284,Chris,Smalling,14,1,2,1,0,47,1317,19,16.4,289.0,136.0,3,232,44.2,4,0,1,1.3,56
285,Phil,Jones,14,1,2,0,1,36,876,10,29.4,196.0,35.0,3,197,26.2,3,0,0,0.6,51
286,Luke,Shaw,14,1,2,1,2,68,1871,27,341.2,416.6,209.0,6,352,96.8,6,0,8,9.0,51
287,Marcos,Rojo,14,1,2,0,0,-1,103,3,1.5,14.2,24.0,0,1,4.0,0,0,1,0.1,49
288,Antonio,Valencia,14,1,2,0,0,16,450,5,99.1,59.8,3.0,1,90,16.2,2,0,2,0.7,64
289,Matteo,Darmian,14,1,2,0,0,13,361,6,34.3,77.4,7.0,2,69,11.9,1,0,0,0.2,46
290,Daley,Blind,14,1,2,0,0,0,0,0,0.0,0.0,0.0,0,0,0.0,0,0,0,0.0,50
291,Eric,Bailly,14,1,2,0,0,13,553,12,2.8,111.0,8.0,0,96,12.3,1,1,0,1.3,50
292,Victor,Lindelöf,14,1,2,1,0,70,1888,25,56.4,406.2,92.0,7,386,55.5,6,0,1,6.0,50
293,Ashley,Young,14,1,2,1,3,58,1747,28,466.3,354.6,79.0,3,323,90.1,4,0,7,1.8,57
294,José Diogo,Dalot Teixeira,14,1,2,0,1,16,482,5,122.1,88.0,26.0,0,86,23.6,1,0,2,0.1,53
295,Alexis,Sánchez,14,1,3,1,5,42,657,8,266.5,196.2,285.0,1,146,74.9,2,0,2,1.2,100
296,Nemanja,Matic,14,1,3,1,0,51,2036,29,235.0,417.6,169.0,2,317,82.3,6,1,5,0.8,50
297,Juan,Mata,14,1,3,2,3,53,997,12,315.9,187.8,216.0,5,213,72.2,4,0,2,1.0,61
298,Marouane,Fellaini,14,1,3,0,2,26,746,14,65.6,172.2,145.0,0,119,38.1,1,0,1,0.4,48
299,Ander,Herrera,14,1,3,2,3,57,1208,16,213.3,369.0,224.0,6,273,80.7,4,0,3,0.9,50
300,Jesse,Lingard,14,1,3,4,3,70,1278,18,238.4,272.0,323.0,5,236,83.2,3,0,2,3.3,67
301,Anthony,Martial,14,1,3,9,3,102,1269,18,421.3,460.6,570.0,12,327,145.0,4,0,2,4.5,72
302,Paul,Pogba,14,1,3,11,9,146,2017,24,572.4,871.0,990.0,16,507,243.7,8,0,3,45.2,89
303,Scott,McTominay,14,1,3,0,0,13,358,8,10.2,58.8,41.0,0,59,10.9,1,0,0,0.8,42
304,Frederico,Rodrigues de Paula Santos,14,1,3,1,0,22,563,10,124.7,117.0,65.0,3,92,30.7,1,0,2,1.2,54
305,Marcus,Rashford,14,1,4,9,7,105,1603,20,357.7,542.0,766.0,13,356,166.3,6,1,3,32.1,77
306,Romelu,Lukaku,14,1,4,8,1,80,1512,26,237.0,381.2,750.0,8,266,137.0,4,0,2,3.8,107
481,Andreas,Pereira,14,1,3,0,0,10,304,6,27.6,36.0,24.0,0,45,8.8,1,0,2,0.2,45
520,Lee,Grant,14,1,1,0,0,0,0,0,0.0,0.0,0.0,0,0,0.0,0,0,0,0.0,49
568,Angel,Gomes,14,1,3,0,0,1,9,1,0.3,5.2,17.0,0,3,2.3,0,0,0,0.0,50
307,Robert,Elliot,15,4,1,0,0,0,0,0,0.0,0.0,0.0,0,0,0.0,0,0,0,0.2,43
308,Karl,Darlow,15,4,1,0,0,0,0,0,0.0,0.0,0.0,0,0,0.0,0,0,0,0.1,44
309,Martin,Dubravka,15,4,1,0,0,105,2520,34,0.0,641.4,0.0,8,507,64.1,9,0,0,0.9,50
310,DeAndre,Yedlin,15,4,2,1,1,55,2112,34,365.0,394.2,89.0,1,290,85.0,5,1,6,1.3,45
311,Ciaran,Clark,15,4,2,3,0,42,857,15,25.0,293.2,105.0,4,194,42.6,2,0,1,0.2,45
312,Jamaal,Lascelles,15,4,2,0,1,76,2070,25,45.2,495.4,90.0,7,413,63.3,8,0,3,3.9,46
313,Paul,Dummett,15,4,2,0,0,46,1271,17,75.5,266.2,31.0,3,244,37.3,5,0,0,0.1,44
314,Florian,Lejeune,15,4,2,0,0,25,630,5,24.8,130.8,34.0,0,136,18.9,3,0,0,0.1,44
315,Javier,Manquillo,15,4,2,0,2,39,648,9,83.9,149.6,7.0,5,155,24.2,3,0,1,0.2,43
316,Chancel,Mbemba,15,4,2,0,0,0,0,0,0.0,0.0,0.0,0,0,0.0,0,0,0,0.1,40
317,Matt,Ritchie,15,4,3,1,4,71,2062,27,668.7,430.0,296.0,4,321,139.4,8,0,8,0.6,58
318,Jonjo,Shelvey,15,4,3,0,1,24,748,12,286.5,162.4,118.0,0,116,56.7,3,0,0,0.3,53
319,Mohamed,Diamé,15,4,3,0,0,46,1835,28,70.7,254.4,146.0,0,171,47.3,6,0,3,0.1,48
320,Christian,Atsu,15,4,3,0,0,35,1178,13,210.6,161.8,233.0,0,110,60.5,5,0,2,0.1,51
321,Jacob,Murphy,15,4,3,0,1,16,296,8,31.1,53.6,22.0,0,50,10.7,1,0,0,0.0,47
322,Mikel,Merino,15,4,3,0,0,0,0,0,0.0,0.0,0.0,0,0,0.0,0,0,0,0.0,50
323,Isaac,Hayden,15,4,3,1,3,46,1028,12,171.1,268.0,121.0,4,197,56.0,5,1,0,2.0,44
324,Sung-yueng,Ki,15,4,3,0,1,25,844,12,212.5,123.8,25.0,1,139,36.1,2,0,1,0.1,47
325,Dwight,Gayle,15,4,4,0,0,0,0,0,0.0,0.0,0.0,0,0,0.0,0,0,0,0.1,60
326,Ayoze,Pérez,15,4,4,4,1,76,2107,24,420.3,425.0,521.0,7,280,136.6,9,0,1,1.1,61
327,Jose Luis,Mato Sanmartín,15,4,4,2,0,30,586,15,35.9,120.4,290.0,3,89,44.5,1,0,1,2.2,47
458,Robert Kenedy,Nunes do Nascimento,15,4,3,1,1,46,1239,16,175.2,201.2,289.0,1,146,66.5,6,0,1,0.6,48
482,Fabian,Schär,15,4,2,3,1,67,1328,13,97.0,498.8,156.0,6,282,75.2,5,0,8,1.9,47
488,Yoshinori,Muto,15,4,4,1,0,20,459,9,55.2,67.0,134.0,0,56,25.2,1,0,0,0.1,56
493,Salomón,Rondón,15,4,4,7,4,94,1701,17,259.4,401.0,795.0,14,288,145.2,7,0,1,8.2,59
516,Federico,Fernández,15,4,2,0,2,42,1260,21,52.5,313.8,68.0,5,244,43.5,3,0,2,0.2,44
530,Jamie,Sterry,15,4,2,0,0,0,0,0,0.0,0.0,0.0,0,0,0.0,0,0,0,0.1,40
531,Sean,Longstaff,15,4,3,1,1,26,641,7,61.0,126.6,75.0,1,113,26.3,3,0,1,0.1,45
553,Frederick,Woodman,15,4,1,0,0,0,0,0,0.0,0.0,0.0,0,0,0.0,0,0,0,0.2,40
577,Callum,Roberts,15,4,3,0,0,0,0,0,0.0,0.0,0.0,0,0,0.0,0,0,0,0.0,45
587,Miguel,Almirón,15,4,3,0,0,7,177,1,117.6,39.8,76.0,0,21,23.3,2,0,0,1.0,60
588,Antonio,Barreca,15,4,2,0,0,1,4,0,0.0,0.2,0.0,0,3,0.0,0,0,0,0.0,44
258,Danny,Ings,16,20,4,7,1,73,1249,20,232.4,365.8,655.0,11,261,125.3,4,0,1,3.1,54
328,Alex,McCarthy,16,20,1,0,0,73,2250,44,0.0,585.2,0.0,6,414,58.6,4,0,1,2.6,44
329,Fraser,Forster,16,20,1,0,0,0,0,0,0.0,0.0,0.0,0,0,0.0,0,0,0,0.6,42
330,Ryan,Bertrand,16,20,2,1,0,34,1170,23,257.3,217.0,87.0,1,181,56.0,4,0,5,1.9,48
331,Maya,Yoshida,16,20,2,0,0,16,799,17,34.2,175.6,67.0,0,134,27.7,1,0,0,0.6,41
332,Cédric,Soares,16,20,2,1,2,52,1493,31,226.5,309.0,103.0,7,273,63.9,4,0,4,2.4,42
333,Jack,Stephens,16,20,2,1,0,40,1272,25,62.8,314.8,139.0,4,227,51.7,3,0,3,0.4,42
334,Sam,McQueen,16,20,2,0,0,0,0,0,0.0,0.0,0.0,0,0,0.0,0,0,0,0.5,40
335,Jan,Bednarek,16,20,2,0,1,25,1160,18,62.4,361.2,12.0,2,188,43.8,1,0,5,7.0,40
336,Wesley,Hoedt,16,20,2,0,0,29,1170,24,20.0,283.6,41.0,3,206,34.7,4,0,2,0.2,42
337,Steven,Davis,16,20,3,0,1,9,97,4,41.6,38.8,2.0,2,39,8.2,0,0,0,0.0,46
338,James,Ward-Prowse,16,20,3,3,0,46,1017,23,426.4,320.2,203.0,8,206,94.9,1,0,2,2.1,51
339,Oriol,Romeu Vidal,16,20,3,0,0,31,1399,25,88.0,291.6,87.0,0,169,46.8,3,0,6,1.6,42
340,Pierre-Emile,Højbjerg,16,20,3,3,1,52,1770,40,312.6,413.0,314.0,4,299,104.4,2,2,6,2.5,44
341,Sofiane,Boufal,16,20,3,0,0,0,0,0,0.0,0.0,0.0,0,0,0.0,0,0,0,0.0,55
342,Joshua,Sims,16,20,3,0,0,0,0,0,0.0,0.0,0.0,0,0,0.0,0,0,0,0.0,44
343,Nathan,Redmond,16,20,3,3,2,85,2329,40,549.7,407.4,525.0,6,276,147.8,7,0,2,2.6,53
344,Mario,Lemina,16,20,3,0,2,40,1477,32,169.8,257.4,172.0,1,223,60.0,4,0,5,0.2,47
345,Stuart,Armstrong,16,20,3,3,0,49,1109,21,299.5,237.4,319.0,2,180,85.5,3,0,2,0.3,51
346,Mohamed,Elyounoussi,16,20,3,0,0,26,695,7,221.2,80.6,208.0,0,82,50.9,4,0,0,0.1,60
347,Shane,Long,16,20,4,1,2,36,804,16,105.9,107.6,224.0,3,88,43.7,1,0,2,2.5,48
348,Charlie,Austin,16,20,4,2,1,35,777,13,88.7,136.0,360.0,1,94,58.2,4,0,1,0.4,55
349,Manolo,Gabbiadini,16,20,4,1,0,23,468,12,72.7,74.4,167.0,3,56,30.8,0,0,0,0.1,56
350,Guido,Carrillo,16,20,4,0,0,0,0,0,0.0,0.0,0.0,0,0,0.0,0,0,0,0.0,55
452,Angus,Gunn,16,20,1,0,0,13,180,2,0.0,67.2,0.0,3,44,6.7,1,0,0,0.2,43
463,Jannik,Vestergaard,16,20,2,0,0,38,1585,24,74.0,436.8,80.0,0,310,59.2,3,0,2,0.3,46
479,Matt,Targett,16,20,2,0,3,28,1095,23,362.1,273.2,124.0,3,207,76.0,0,0,2,0.2,42
550,Michael,Obafemi,16,20,4,1,1,13,134,3,27.4,62.6,127.0,0,46,21.6,0,0,1,0.0,50
556,Yan,Valery,16,20,2,0,0,17,894,14,42.2,142.4,82.0,0,114,26.3,1,1,2,0.5,40
562,Tyreke,Johnson,16,20,3,0,0,1,1,0,0.0,0.0,0.0,0,3,0.0,0,0,0,0.0,45
565,Kayne,Ramsay,16,20,2,0,0,1,90,3,0.0,11.2,0.0,0,9,1.1,0,0,0,0.0,40
570,Callum,Slattery,16,20,3,0,0,4,110,1,2.6,15.8,24.0,0,12,4.2,0,0,0,0.0,45
574,Sam,Gallagher,16,20,4,0,0,2,8,1,0.3,0.0,0.0,0,6,0.0,0,0,0,0.1,45
595,Alfie,Jones,16,20,2,0,0,0,0,0,0.0,0.0,0.0,0,0,0.0,0,0,0,0.0,40
351,Hugo,Lloris,17,6,1,0,0,104,2070,22,0.0,618.8,0.0,7,499,61.9,9,0,0,5.5,55
352,Michel,Vorm,17,6,1,0,0,5,180,4,0.0,66.8,0.0,1,36,6.6,0,0,0,0.1,47
353,Toby,Alderweireld,17,6,2,0,0,86,2169,22,87.8,526.0,170.0,5,503,78.2,10,0,2,4.0,60
354,Danny,Rose,17,6,2,0,4,64,1176,9,264.4,234.2,187.0,5,248,68.5,6,0,4,1.0,58
355,Jan,Vertonghen,17,6,2,1,0,44,1287,17,84.6,328.4,90.0,6,263,50.1,3,1,1,4.1,59
356,Ben,Davies,17,6,2,0,0,43,1265,18,205.5,269.0,87.0,4,234,56.3,4,0,2,1.6,56
357,Kieran,Trippier,17,6,2,1,5,96,1735,17,621.1,462.4,112.0,10,448,119.6,8,0,2,18.2,62
358,Kyle,Walker-Peters,17,6,2,0,3,20,104,0,35.6,63.2,9.0,3,60,10.7,1,0,0,0.8,42
359,Davinson,Sánchez,17,6,2,1,2,60,1243,13,23.6,303.0,128.0,4,292,45.6,5,0,2,1.7,58
360,Serge,Aurier,17,6,2,0,2,24,562,9,108.4,151.6,45.0,0,116,30.5,2,0,1,0.5,58
361,Eric,Dier,17,6,3,2,0,41,1129,12,115.8,240.8,74.0,1,195,43.2,5,0,3,1.0,47
362,Mousa,Dembélé,17,6,3,0,0,14,512,6,17.5,51.0,1.0,0,74,7.1,1,0,1,0.7,49
363,Erik,Lamela,17,6,3,4,2,56,789,9,274.6,243.8,428.0,4,191,94.5,4,0,1,0.4,60
364,Christian,Eriksen,17,6,3,5,9,109,1780,25,722.6,589.0,447.0,11,460,176.1,5,0,2,6.5,94
365,Bamidele,Alli,17,6,3,5,2,73,1193,14,254.3,362.0,503.0,8,257,112.0,6,0,2,2.3,88
366,Victor,Wanyama,17,6,3,0,0,7,157,0,7.3,23.0,21.0,0,28,5.1,1,0,0,0.0,49
367,Heung-Min,Son,17,6,3,11,7,134,1432,15,359.7,580.4,727.0,15,415,166.6,8,0,2,24.8,89
368,Harry,Winks,17,6,3,1,0,50,1478,15,151.1,251.0,70.0,3,258,47.1,6,0,4,0.3,55
369,Moussa,Sissoko,17,6,3,0,2,56,1641,19,288.1,245.4,128.0,3,292,66.0,8,0,0,0.3,49
370,Lucas,Rodrigues Moura da Silva,17,6,3,6,2,87,1441,12,288.7,353.6,419.0,5,220,105.8,10,0,2,5.5,68
371,Fernando,Llorente,17,6,4,1,3,27,353,4,120.1,105.2,197.0,3,67,42.1,0,0,1,1.5,56
372,Harry,Kane,17,6,4,15,6,140,1973,24,352.4,732.4,1098.0,21,512,218.3,8,0,4,13.6,124
497,Georges-Kévin,Nkoudou,17,6,3,0,1,4,4,0,14.3,19.0,0.0,0,17,3.3,0,0,0,0.0,48
523,Luke,Amos,17,6,3,0,0,1,2,0,0.1,2.2,0.0,0,3,0.2,0,0,0,0.1,43
536,Paulo,Gazzaniga,17,6,1,0,0,10,180,1,0.0,55.6,0.0,0,48,5.5,1,0,0,0.0,45
538,Alfie,Whiteman,17,6,1,0,0,0,0,0,0.0,0.0,0.0,0,0,0.0,0,0,0,0.2,40
540,Oliver,Skipp,17,6,3,0,0,10,185,1,18.5,28.6,12.0,0,34,6.1,2,0,0,0.0,45
549,Juan,Foyth,17,6,2,1,0,26,615,9,5.8,181.0,46.0,3,116,23.4,2,0,2,0.2,50
561,Timothy,Eyoma,17,6,2,0,0,0,0,0,0.0,0.0,0.0,0,0,0.0,0,0,0,0.0,40
578,Kazaiah,Sterling,17,6,4,0,0,0,0,0,0.0,0.0,0.0,0,0,0.0,0,0,0,0.0,45
373,Heurelho,Gomes,18,57,1,0,0,0,0,0,0.0,0.0,0.0,0,0,0.0,0,0,0,0.3,43
374,Pontus,Dahlberg,18,57,1,0,0,0,0,0,0.0,0.0,0.0,0,0,0.0,0,0,0,0.1,43
375,Younes,Kaboul,18,57,2,0,0,0,0,0,0.0,0.0,0.0,0,0,0.0,0,0,0,0.1,42
376,Craig,Cathcart,18,57,2,3,0,82,2331,35,22.0,565.6,223.0,5,427,81.3,6,0,1,2.5,46
377,Sebastian,Prödl,18,57,2,0,0,1,13,0,0.0,0.0,0.0,0,2,0.0,0,0,0,0.1,42
378,José,Holebas,18,57,2,3,7,93,1985,30,503.3,570.2,127.0,10,406,120.3,5,0,10,10.9,48
379,Miguel,Britos,18,57,2,0,0,1,13,0,0.0,1.2,0.0,0,3,0.1,0,0,0,0.0,43
380,Christian,Kabasele,18,57,2,0,0,29,1131,18,12.6,248.8,169.0,1,150,43.0,3,1,1,0.3,44
381,Daryl,Janmaat,18,57,2,0,1,37,971,10,149.7,220.8,41.0,4,182,41.3,3,0,2,0.3,49
382,Adrian,Mariappa,18,57,2,0,0,50,1372,18,16.3,289.8,58.0,2,273,36.4,5,0,1,0.8,42
383,Francisco,Femenía Far,18,57,2,0,1,50,1390,24,176.4,291.2,29.0,6,299,49.6,4,0,1,0.8,42
384,Marvin,Zeegelaar,18,57,2,0,0,0,0,0,0.0,0.0,0.0,0,0,0.0,0,0,0,0.0,42
385,Marc,Navarro,18,57,2,0,0,1,83,2,5.3,15.0,2.0,0,8,2.2,0,0,0,0.0,42
386,Adam,Masina,18,57,2,0,1,21,444,5,47.9,106.4,12.0,1,100,16.7,2,0,2,0.1,43
387,Nathaniel,Chalobah,18,57,3,0,0,7,192,4,14.9,25.2,31.0,0,26,7.2,0,0,2,0.1,44
388,Tom,Cleverley,18,57,3,1,0,21,339,1,29.1,90.6,36.0,2,75,15.6,3,0,1,0.0,50
389,Etienne,Capoue,18,57,3,1,3,65,2057,27,171.6,484.8,129.0,8,350,78.6,8,1,8,0.5,48
390,Abdoulaye,Doucouré,18,57,3,3,6,89,2071,32,377.3,510.0,455.0,10,385,134.2,5,0,3,1.3,59
391,Roberto,Pereyra,18,57,3,6,4,107,2149,34,334.4,365.0,571.0,13,350,127.4,6,0,3,10.0,61
392,Will,Hughes,18,57,3,1,3,57,1584,22,265.3,273.0,244.0,2,191,78.2,6,0,3,0.5,49
394,Gerard,Deulofeu,18,57,3,6,4,89,1380,15,316.4,345.8,436.0,7,242,109.4,7,0,2,3.0,56
395,Andre,Gray,18,57,4,4,0,44,783,11,115.9,165.0,340.0,4,121,61.3,3,0,1,0.5,59
396,Troy,Deeney,18,57,4,7,3,88,1994,29,406.4,460.6,779.0,9,312,164.3,5,0,3,4.6,59
397,Stefano,Okaka,18,57,4,0,0,1,22,1,24.7,3.2,26.0,0,-1,5.2,0,0,1,0.1,50
398,Jerome,Sinclair,18,57,4,0,0,0,0,0,0.0,0.0,0.0,0,0,0.0,0,0,0,0.4,44
445,Ben,Foster,18,57,1,0,0,105,2430,35,50.0,680.8,1.0,11,518,73.3,7,0,1,6.4,46
446,Ken,Sema,18,57,3,1,2,33,647,8,79.7,111.2,140.0,1,84,32.8,3,0,1,0.2,46
517,Domingos,Quina,18,57,3,1,0,16,322,5,39.7,63.4,22.0,2,61,12.5,0,0,0,0.1,44
524,Isaac,Success Ajayi,18,57,4,1,0,32,882,17,247.1,114.0,306.0,0,91,66.5,2,0,3,2.6,46
544,Ben,Wilmot,18,57,2,0,0,1,26,2,0.3,7.2,0.0,0,8,0.8,0,0,0,0.1,40
554,Adalberto,Peñaranda,18,57,4,0,0,0,0,0,0.0,0.0,0.0,0,0,0.0,0,0,0,0.0,50
399,Adrián,San Miguel del Castillo,19,21,1,0,0,0,0,0,0.0,0.0,0.0,0,0,0.0,0,0,0,0.3,43
400,Lukasz,Fabianski,19,21,1,0,0,104,2430,40,10.0,796.8,0.0,13,522,80.5,4,0,0,16.7,47
401,Winston,Reid,19,21,2,0,0,0,0,0,0.0,0.0,0.0,0,0,0.0,0,0,0,0.0,44
402,Aaron,Cresswell,19,21,2,0,0,26,1195,17,202.3,229.8,57.0,0,184,49.0,1,0,1,0.6,50
403,Angelo,Ogbonna,19,21,2,0,1,27,1146,22,38.9,240.2,105.0,1,179,38.3,1,0,1,0.5,42
404,Sam,Byram,19,21,2,0,0,0,0,0,0.0,0.0,0.0,0,0,0.0,0,0,0,0.0,45
405,Pablo,Zabaleta,19,21,2,0,1,48,1653,26,112.3,360.2,78.0,4,294,55.2,4,0,4,2.0,43
406,Declan,Rice,19,21,2,1,0,62,2115,32,133.9,414.6,158.0,5,408,70.5,4,0,2,2.4,45
407,Reece,Oxford,19,21,2,0,0,0,0,0,0.0,0.0,0.0,0,0,0.0,0,0,0,0.1,42
408,Ryan,Fredericks,19,21,2,0,0,7,505,10,45.0,90.4,27.0,0,49,16.4,0,0,2,0.2,45
409,Issa,Diop,19,21,2,1,0,59,2250,34,48.8,503.4,138.0,2,402,69.1,4,0,3,1.1,43
410,Arthur,Masuaku,19,21,3,0,1,34,1251,24,104.0,310.0,35.0,0,217,45.0,2,0,1,1.8,43
411,Mark,Noble,19,21,3,1,3,52,1602,22,219.9,266.0,105.0,2,245,59.0,4,1,5,0.4,48
413,Pedro,Obiang,19,21,3,0,1,30,830,16,71.6,138.0,101.0,1,130,31.1,1,0,0,0.8,43
414,Manuel,Lanzini,19,21,3,0,0,0,14,0,1.3,0.6,22.0,0,0,2.4,0,0,1,0.0,64
415,Michail,Antonio,19,21,3,4,5,82,1504,23,267.0,338.4,580.0,4,223,118.1,5,0,2,1.5,68
416,Edimilson,Fernandes,19,21,3,0,0,0,0,0,0.0,0.0,0.0,0,0,0.0,0,0,0,0.1,45
417,Marko,Arnautovic,19,21,4,7,4,83,1364,24,347.0,396.6,654.0,12,294,139.1,2,0,3,7.0,68
418,Andy,Carroll,19,21,4,0,0,10,364,6,50.9,35.6,130.0,0,9,21.2,0,0,2,0.1,54
419,Javier,Hernández Balcázar,19,21,4,5,3,64,960,15,92.1,225.6,433.0,7,202,74.5,5,0,1,1.4,61
420,Jordan,Hugill,19,21,4,0,0,0,0,0,0.0,0.0,0.0,0,0,0.0,0,0,0,0.0,50
447,Jack,Wilshere,19,21,3,0,1,11,338,9,44.8,64.4,11.0,0,67,12.0,1,0,2,0.9,48
453,Andriy,Yarmolenko,19,21,3,2,1,27,456,6,84.6,86.0,122.0,2,88,29.1,1,0,2,0.5,67
